,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
4,Manfred | Weber,PPE,EN,28229,28229," – Madam President, European Commission, Council, dear colleagues, ladies and gentlemen, when we open the windows of this plenary today, then we see what is happening in Europe. So, for example, in Germany, half of the job losses in the last year was in the car sector: 50 000 well-paid jobs. It's the same in France, Romania, Spain, Italy. A big challenge. This summer, another reality in Europe, we had record-breaking wildfires in Portugal and Spain.
Meanwhile, Trump and Xi are stepping out of global actions. Fight against climate change is now on our shoulders, but we are quite isolated on global level. And Putin is sending his drones towards Europe, another reality. Poland is already shielding our borders in the east. Ukrainian warns us more are coming and Europe must be prepared.
That is, in a way, a short picture about where we are: Ukraine, climate change, the future of our economy. Though the next European Council must lead, there is no excuse anymore, it has to deliver.
It is a moment of truth in front of us in this autumn, and it is a moment of truth on Europe's global roll. So Donald Trump managed to have now a peace agreement in Gaza, and we hope that it will stay. But let's be honest. Europe was in the whole process of the Gaza talks an observer. We didn't play a real role there. And now the question for the European Council is on the table, do we now play a role when we continue to talk about Ukraine?
To be concrete, from the European Council, we expect that we are clear in financing the weapons, that the Russian assets must be used for this, and also the state, Ukraine, needs further support from our side to survive, and we have to find ways on the Council side to speak with one voice. We know on European, on global level, we only have one voice or no voice.
And just one aspect on the latest development on this, when we see the postponement of possible talks between Trump and Putin, the Budapest consideration, you know, in my country, the AfD is heavily attacking us, that we need more diplomatic efforts to approach Putin and talk with him and find a way to talk with him.
Again, we can underline that more red carpet than in Alaska is not possible. Even Trump tried it now to please and to invite Putin to come to the negotiation table. So even the right extreme in Europe must understand that Putin has only one interest, and that is destroying our European way of life.
The moment of truth is also in front of us when it is about defence. We spend in the next ten years EUR 6.4 trillion as Europeans. That is the same amount of money as the Americans will invest. And that is why I think the expectation from our citizens is that, after ten years, we have the same military capacity as Europeans, as the Americans have. That means we have to explore the European added value, the drones initiative, the missile defence, the sky shield, all the initiatives now presented by the Commission.
I also want to thank Andrius Kubilius for his efforts are really great steps forwards. I want to underline that for me, it's also the moment now to come back to the idea of Adenauer, De Gasperi and Schuman to talk really about the European Army, to do the necessary steps together.
And it is also a moment of truth for our competitiveness. Omnibus 1 will be voted this week in this House. We do it together, but we have to do much, much more. We have to do things that our businesses feel is well, that we are attractive for the best minds on global level, to come to Europe, we need urgently growth on European level. That is why single market and also the idea of an ambitious trade policy is at the centre of the EPP. And that's why I thank also the Commission for the Commission Work Programme 26, where you are covering these issues.
Finally, the link to decarbonisation ‑ the 2040 target. Dear colleagues, it's Macron, it's Donald Tusk who are going this week to the European Council table and are asking the questions are we ready for the 2040 target, 90 %? Yes or no? I saw yesterday a French/Spanish initiative to take the combustion engine question again on the table. So as the EPP leader I can only say welcome in the club, we always asked for this. We have to be ambitious but pragmatic in the implementation of the climate change, and that is what we want to see also from the leaders there, the workers in Europe, and also those who are socially not as strong as we are, need a proper answer, so that the transition in front of us will be not on the cost of social and of job losses in the European Union.
That is the moment of truth in front of us. And that is why we feel that it is not business as usual. We as European People's Party, we are ready to deliver. We do so and I hope that the Council will do the same this week.",au nom du groupe
5,Iratxe | García Pérez,S-D,ES,28298,28298," – Señora presidenta, nos encontramos ante un momento decisivo. En un mundo sacudido por guerras, por la crisis climática y por el aumento de las desigualdades, la ciudadanía europea espera algo más que diagnósticos: espera respuestas; respuestas que solo una Europa social y unida puede dar.
Y mañana, por primera vez, el Consejo Europeo se prepara para pedir a la Comisión que presente un plan europeo de vivienda asequible. Es un paso histórico, y no habría sido posible sin el trabajo incansable del Grupo Socialdemócrata, porque ha sido la socialdemocracia la que ha puesto la vivienda en el centro de la agenda europea, con un principio claro: tener un hogar es un derecho, no un privilegio.
Entre 2010 y 2025, los precios de la vivienda en Europa subieron un 60 %. Más de la mitad de los residentes en zonas urbanas dicen que el acceso a la vivienda es su principal preocupación y más de un millón de europeos siguen sin techo; por eso proponemos una respuesta ambiciosa: 300 000 millones de euros en inversión europea para viviendas dignas, una reforma de las ayudas de Estado para facilitar el acceso a las familias de renta media y baja, la regulación de los alquileres de corta duración, el refuerzo de los derechos de los inquilinos y un préstamo europeo para la renovación sostenible con criterios sociales. Porque una casa no es solo un tejado, es donde creamos una familia, donde cuidamos a nuestros seres queridos y construimos esperanza.
Y esa esperanza debe guiar también nuestra acción frente a la emergencia climática. La Unión Europea solo será fuerte si lidera la transición verde con justicia social. Por eso defendemos mantener el objetivo del 90 % de reducción de las emisiones para 2040, transformarlo en ley y garantizar que nadie se quede atrás.
Queremos una ley europea de adaptación que nos prepare ante las olas de calor, las sequías o los incendios; queremos una Directiva de transición justa que proteja a los trabajadores con formación, con diálogo y con anticipación, y un fondo social para el clima más ambicioso, que conecte la justicia climática con la justicia social.
Y mientras construimos un futuro sostenible, no podemos ignorar el presente dolor y destrucción en Gaza. El alto el fuego y la liberación de los rehenes son imprescindibles, pero la paz solo será posible si se conduce a un Estado palestino viable. Y la paz tampoco puede construirse sobre la impunidad: el Consejo debe actuar suspendiendo el Acuerdo de Asociación con Israel, porque Netanyahu debe rendir cuentas por su genocidio, y la justicia no es negociable.
Y frente al criminal de Putin debemos ser igualmente firmes: sabemos que no quiere la paz y solo la derrota lo sentará a negociar; por eso debemos aprobar ya el 19.º paquete de sanciones, confiscar los 200 000 millones en activos rusos congelados y prohibir, definitivamente, las importaciones de petróleo y gas, tal y como este Parlamento ha propuesto. El Consejo no puede seguir retrasando lo inevitable.
Señorías, construyamos una Europa que vuelva a mirar a los ojos a sus ciudadanos y ciudadanas, una Europa que ofrezca techo a quien no lo tiene, paz a quien sufre la guerra, trabajo a quien busca dignidad y futuro a quienes solo conocen la incertidumbre.
Porque cuando Europa se atreve a ser valiente, vuelve a ser creíble; porque cuando Europa demuestra ser humana, vuelve a ser grande.",au nom du groupe
6,Jordan | Bardella,PfE,FR,131580,131580," – Madame la Présidente, Madame la Ministre, Madame la Présidente von der Leyen, 15 heures par semaine, c'est le temps qu'un agriculteur consacre à remplir des papiers plutôt qu'à cultiver sa terre. 130 jours par an, c'est ce qu'un chef de petite et moyenne entreprise passe à affronter la bureaucratie plutôt qu'à développer son activité. 200 millions d'euros chaque année, c'est ce que coûte à Michelin, fleuron industriel français et européen, le bavardage réglementaire du pacte vert.
À tous les chefs d'entreprise, artisans, commerçants, à tous les travailleurs, je veux aujourd'hui parler d'un autre type de fiscalité, d'une taxe invisible qui ne dit pas son nom, celle des normes que l'on vous impose par milliers. Cet impôt papier, c'est l'arme d'une bureaucratie sans visage qui complexifie la vie de ceux qui produisent, qui les immobilise derrière un bureau des heures durant. Ce fardeau normatif, fabriqué à Bruxelles, puis surtransposé dans nos capitales, coûte près de 7 % de la richesse créée en Europe, soit 1 200 milliards d'euros chaque année.
Ces textes à rallonge tuent la compétitivité de nos entreprises et de nos producteurs, minent le pouvoir d'achat des familles et désincite chacun à investir et à innover. Disons-le, l'Europe est devenue un fardeau normatif: CSRD, CS3D, RED, REACH, GSR, IED, DSA et j'en passe. Toutes nos usines s'en vont. Mais l'industrie à normes, elle, ne connaît pas la crise.
Dans l'Europe d'Ursula von der Leyen, dans l'Europe de Macron, la croissance est devenue taboue et la décroissance, elle, est sur toutes les lèvres. Nos entrepreneurs, nos agriculteurs, nos artisans, nos industriels sont à tort considérés comme des suspects par une technocratie qui entend remettre notre avenir dans la dépendance aux puissances étrangères. À force de poser des verrous sur la production nationale, vous prenez le risque de nous faire sortir de l'histoire. Pendant que les États-Unis, la Chine ou l'Inde avancent, l'Europe, elle, regarde le train passer.
Il est temps de réarmer notre continent et nos nations dans la guerre économique mondiale. Il est temps de libérer nos entreprises, de libérer nos forces productives, de suspendre sans délai le pacte vert, de simplifier l'économie nationale, de redonner fièrement à nos entrepreneurs les conditions du succès, de la croissance et de la réussite. Vivre libre ou disparaître, tel est le défi existentiel qui se pose à l'Europe. Les Patriotes ont déjà fait leur choix.",au nom du groupe
7,Patryk | Jaki,ECR,PL,197516,197516," – Pani Przewodnicząca! Pani Minister! Europa przez Was upada. Przemysł, innowacje, badania, sztuczna inteligencja, kosmos, internet – wszystko przegraliśmy. Bezpieczeństwo, migranci, znów wojna za granicami. Wszystko, co było dobre w Europie, zniszczyliście, a co gorsza jesteście nawet śmieszni, bo nawet ten list zwołujący szczyt... Zacytuję: „po pierwsze, musimy zintensyfikować nasze wysiłki na odejście od przeregulowania Unii Europejskiej...” (co jest prawdą, ale Unia jest przeregulowana przez Zielony Ład), a w kolejnym akapicie piszecie, że musimy osiągnąć klimatyczne cele. Czyli żeby zredukować Zielony Ład, potrzebujemy jeszcze więcej Zielonego Ładu. To mniej więcej tak, jakby powiedzieć, że musimy obronić wolność w Europie i w związku z tym zakażemy sprzedaży samochodów spalinowych.
Pani przewodnicząca mówiła, że konkurencyjność jest najważniejsza. Ja przypomnę tylko: Komisja Europejska w 1995 roku zapowiadała, że do 2010 roku Unia Europejska przegoni Stany Zjednoczone pod względem PKB. Raport Banku Światowego z kwietnia tego roku pokazuje coś innego. Od kiedy wprowadziliście ETS, od 2008 roku, PKB Unii Europejskiej wzrosło o 13,5%, a Stanów Zjednoczonych – o 90%.
Powiedziała pani, Pani Przewodnicząca, że zielona energia jest najtańsza. Tymczasem kiedy doliczymy ETS, koszty stabilizacji systemu i trwałość inwestycji, to ta energia jest najdroższa. Pani przewodnicząca mówi, że rośnie rynek dla zielonej energii. Problem tylko polega na tym, że rośnie bardziej rynek dla tradycyjnego przemysłu i wzrasta szybciej niż PKB Unii Europejskiej. I ten rynek jest wielokrotnie większy.
Pani przewodnicząca chwaliła się też przed chwilą obniżeniem emisji dwutlenku węgla na świecie. Problem polega na tym, że ta emisja dwutlenku węgla rośnie i Europejczycy zamiast być prymusem w emisji dwutlenku węgla, chcą mieć tanią energię. Wzrost gospodarczy i przyszłość Europy zniszczyliście przez wysokie ceny energii. Od kiedy pani jest przewodniczącą, ceny energii wzrosły średnio o 30%. W Europie szanse na mieszkania dla młodych ludzi zniszczycie przez ETS na budynki, a rolnictwo zniszczycie przez umowę z Mercosurem. I przy okazji zniszczycie zdrowie ludzi, dlatego że z Brazylii będziecie ściągać produkty zawierające 370 różnych pestycydów, które są w większości zakazane w Unii Europejskiej. Dlatego czas na radykalne zmiany.",au nom du groupe
8,Valérie | Hayer,Renew,FR,135511,135511," – Madame la Présidente, Madame la Ministre, Madame la Présidente, j'ai choisi ce matin de me focaliser sur la défense, mais je voudrais évidemment réagir au cœur de votre discours de ce matin, le lien entre compétitivité et décarbonation, parce qu'il faut parfois, souvent, rappeler dans cet hémicycle que la décarbonation et la compétitivité ne s'opposent pas. Bien au contraire.
La décarbonation est la clé de notre compétitivité. La décarbonation est la clé de notre sécurité économique et de notre autonomie stratégique. Donc ce n'est certainement pas le moment de ralentir, et vous trouverez évidemment le groupe Renew à vos côtés pour développer et conforter cet agenda.
Chers collègues, «les forts font ce qu'ils peuvent et les faibles subissent ce qu'ils doivent»: cette citation de Thucydide nous rappelle que le débat qui anime l'Union européenne aujourd'hui n'est pas nouveau. C'est celui auquel ont été confrontées toutes les puissances depuis l'Antiquité. Comment se protéger? Comment assurer la sécurité de nos peuples? Préparer la guerre est-il vraiment la condition de la paix? Les menaces contre l'Europe nous démontrent que oui. Oui, nous devons préparer la guerre pour avoir la paix. Et oui, nous devons assumer nous-mêmes cette responsabilité.
Ce que j'énonce ici comme une évidence ne l'a pas été pendant de trop longues années. Parce que, chers collègues, nous avons failli sur deux points essentiels. D'abord, nous n'avons pas vu venir la menace russe. Par ignorance et par faiblesse. Et parce que nous avons cru que répondre aux provocations ne ferait qu'aggraver les choses. Nous avons eu tort. Ensuite, parce que notre sécurité a trop longtemps reposé sur les États-Unis ou sur les capacités de nos membres. Or, la réalité, dans ce cas-là plus brutale, nous le rappelle: si nous renonçons à la puissance, nous renonçons à notre liberté.
Alors oui, chers collègues, il est temps pour l'Europe d'assumer sa puissance. Alors oui, bien sûr, on soutient évidemment l'agenda de la Commission 2030 sur la défense et ce qu'on propose, c'est une totale souveraineté européenne sur le sujet: maîtrise de l'usage de nos armes, plus d'investissements dans les infrastructures pour le déploiement de matériel militaire, bouclier aérien au-dessus de l'Union européenne et du territoire ukrainien, mobilisation des avoirs russes gelés comme garantie de prêts de réparation pour l'Ukraine. Ce sont les conditions sine qua non d'une vraie Europe de la défense, gage de notre indépendance.
Chers collègues, une dernière chose. L'Europe ne se protégera de l'extérieur que par son unité. Or, la Hongrie de M. Orbán est devenue une menace inacceptable contre nos propres intérêts. On a eu des révélations sur un scandale d'espionnage dans nos institutions et on sait tous que Viktor Orbán est le cheval de Troie du Kremlin. Alors, je le redis ici: la paix en Ukraine ne sera décidée que par les Ukrainiens, avec les Européens, et sans plier d'aucune façon aux conditions de Vladimir Poutine.",au nom du groupe
9,Bas | Eickhout,Verts/ALE,EN,96725,96725," – Madam President, thank you to the Commission President and also the Council for being here at your own discussion.
First of all, of course, there are many topics on the agenda that need to be addressed and we're very happy with all that, especially, of course, the attention to housing, as has already been mentioned. Just saying that if I then read the Council conclusions on housing, it's quite marginal, right? I mean, the Council has discussed it and asked the Commission to take it further. Thank you, but we expect a bit more if the if the Council is going to discuss housing.
But I think the biggest discussion – and I'm also thanking you, Madam President, for the main topic – is about competitiveness and the Green Deal and our climate targets. And let's be very clear: tomorrow we will see the biggest attack on the Green Deal by the heads of state. That is very concerning, because for Europe's future, we need a long-term vision, we need stability, we need certainty. That is what the Green Deal is providing, and questioning the Green Deal is just throwing away Europe's future.
If I then look at the simplification agenda that is being mentioned in the Council conclusions over and over, but also by you, Madam President, it's not helping because it is creating uncertainty. Which law is still there? Which law is going to be there in a couple of months' time? But it's also deregulation. What we are doing to the due diligence law, what we are doing to chemicals, it is deregulation and not simplification. If you want to compete with the US on deregulation, we will always lose from the US. It's the most stupid thing to do to compete with the US on deregulation. It's not in our advantage of competitiveness.
Secondly, the attention to clean tech is very important, and thank you also for raising that in your speech very clearly, because that is where we are still losing from China, and that is also where Draghi was putting most of the attention, which I think people have forgotten. Clean tech is essential for electrification, and I am happy that you are mentioning taxation – that needs to shift from a taxation on electricity to gas because that's where the taxation needs to be.
But if we're talking about new technologies and with the cars, we are every time coming back to the old technologies like the combustion engine or, in your letter mentioning biofuels, that is not clean tech. That is the old industry. If we are not changing that, we will lose from China also on the car industry, and as you have said, we want to make that in Europe, but then also be consistent in your policies on the cars – because, in the end, the only way to be competitive in the future is to maintain our Green Deal and to keep our targets up also for 2040.",au nom du groupe
10,Manon | Aubry,The Left,FR,197533,197533," – Madame la Présidente, Madame la Présidente de la commission, Madame la Ministre, Madame von der Leyen, le génocide à Gaza n'est pas terminé. À l'heure où je vous parle, le gouvernement israélien continue de tuer et de bloquer l'approvisionnement en eau, en nourriture, en médicaments dans la bande de Gaza, alors que les Palestiniens meurent de faim, qu'au moins 20 000 blessés sont dans un état d'urgence absolue et que l'Organisation mondiale de la santé alerte sur des épidémies hors de contrôle.
Non, Madame von der Leyen, quoi que vous en disiez, ceci n'est pas une paix. Et je suis d'ailleurs sidérée de voir à quel point aujourd'hui la situation dans la bande de Gaza semble avoir complètement disparu des radars de ce Parlement européen. Parce qu'en réalité, Israël a déjà violé le cessez-le-feu et assassiné 100 Palestiniens depuis le 10 octobre. Tout comme il avait déjà brisé le cessez-le-feu en mars dernier. Parce que Netanyahou utilisera le moindre prétexte pour, je cite ses mots, «finir le boulot». Parce qu'il n'y a aucune, je dis bien aucune, garantie du retrait effectif de l'armée israélienne de la bande de Gaza, ni de calendrier contraignant.
Alors, je vous le demande, Madame von der Leyen, que vaut pour vous la vie d'un Palestinien? Chers collègues, le concert d'acclamations qu'on a entendu jusqu'ici en faveur d'un prétendu plan de paix de Donald Trump, et derrière lequel beaucoup d'entre vous s'abritent, ne m'inspire rien d'autre que de la honte et du mépris. Alors comme ça, il faudrait tresser des lauriers au président américain pour avoir forcé Netanyahou à négocier? La vérité, c'est qu'il a préféré, pendant plus de deux ans, livrer des armes et des missiles à l'armée israélienne et donner des tapes dans le dos de son grand ami Bibi. Il faudrait également remercier Netanyahou de suspendre momentanément l'anéantissement de la population gazaouie, comme si une pause toute relative des bombardements pouvait l'absoudre de tous ses crimes. Comme si les 68 000 morts et les 170 000 blessés étaient déjà oubliés. Comme si le traumatisme incommensurable des 2 millions de personnes qui ont côtoyé la mort et la peur chaque heure et chaque jour pendant plus de deux ans appartenait déjà au passé.
Madame von der Leyen, ce que vous avez appelé un plan de paix sème en vérité les graines du chaos. Il installe une tutelle néocoloniale sur la bande de Gaza et sonne le glas de l'autodétermination du peuple palestinien. Il entérine l'occupation israélienne à Gaza et la colonisation en Cisjordanie. Il livre l'enclave gazaouie aux vautours qui veulent transformer la terre des Palestiniens en opportunité pour promoteurs immobiliers. Il foule aux pieds le droit international. Il ne prévoit aucune justice pour les criminels israéliens. Et vous le savez, Madame von der Leyen, sans justice, il n'y aura pas de paix.
Et malgré cela, la Commission européenne, les gouvernements européens, une grande partie de cet hémicycle applaudissent en chœur. L'Histoire retiendra votre responsabilité et votre complicité. La responsabilité de celles et ceux qui ont continué de traiter l'État d'Israël comme un partenaire privilégié, en refusant de rompre l'accord d'association qui le lie à l'Union européenne. La complicité de celles et ceux qui ont constamment et délibérément refusé de prendre la moindre sanction contre le gouvernement génocidaire de Benjamin Netanyahou. Ni sanctions économiques, ni financières, ni commerciales, ni diplomatiques, ni application des mandats d'arrêt de la Cour pénale internationale. L'impunité totale au mépris du droit international. Madame von der Leyen, le génocide à Gaza n'est pas terminé. Votre complicité, elle, doit enfin cesser. Agissez.",au nom du groupe
11,René | Aust,ESN,DE,256929,256929," – Frau Präsidentin! Wieder einmal trifft sich der Europäische Rat, und wieder einmal stehen dieselben Themen auf der Tagesordnung, dieselben Reden, dieselben Versprechen – und am Ende bleibt alles beim Alten. Während Amerika und Asien investieren, diskutieren Sie über immer neue Richtlinien und Vorschriften. Während dort gehandelt wird, wird hier bürokratisiert. So verliert Europa Stück für Stück seinen Wohlstand und seine Wettbewerbsfähigkeit, auch wenn Sie ständig von Wettbewerbsfähigkeit sprechen.
Meine Damen und Herren, Europa fehlt es nicht an Ideen, aber es fehlt an mutigen Politikern, die das Notwendige tun: das Verbrennerverbot zurücknehmen, den Green Deal rückabwickeln. Sie reden über kommende Generationen, aber zerstören die Zukunft unserer Industrie. Sie kündigen Innovationen an, aber viele unserer talentierten Forscher und Entwickler verlassen mittlerweile unseren Kontinent. Und während unsere Bürger immer höhere Preise zahlen, verliert diese Europäische Union das Vertrauen der Menschen, weil sie ihre Sorgen ignoriert.
Doch – und das ist die gute Nachricht – die Zeit ändert sich. In vielen Ländern übernehmen endlich wieder Regierungen Verantwortung, die Patriotismus mit gesundem Menschenverstand verbinden. Tschechien, Italien, die Slowakei, Ungarn, hoffentlich bald Deutschland mit der AfD in der Regierung – sie alle zeigen: Patriotische Kräfte können Europa erneuern. Darum sage ich Ihnen: Europa braucht keine grünen Ideologen, sondern ein Europa der Vernunft, ein Europa, das auf Leistung setzt, auf Wissenschaft, Unternehmertum, auf Freiheit, weniger Steuern, weniger Bürokratie, keine Chatkontrolle, also mehr Vertrauen in die Menschen, die unsere Nationalstaaten und dieses Europa tragen, statt Vertrauen in immer neue Verwaltung.
Wir müssen uns von den Fesseln der Überregulierung befreien, zurück zu einem Europa souveräner Nationen, einem Europa der Innovation, der Arbeit, der Freiheit und des Fortschritts. Denn, meine Damen und Herren, die Zukunft Europas entscheidet sich nicht in Diskussionsrunden von Politikern, sondern in den Werkhallen, in den Laboren und auf den Höfen, wo unser aller Wohlstand geschaffen wird.",au nom du groupe
12,Seán | Kelly,PPE,EN,96668,96668,"A Uachtaráin Metsola, a Uachtaráin von der Leyen, affordable housing has become one of the most urgent social and economic challenges across Europe. Just last week, Eurostat reported that house prices in the EU have risen by an average of 53.4 % over the past decade. And in Ireland, that figure sits well above average at a staggering 83.4 %. For many, owning or even renting a home is out of reach. But the housing crisis is also a direct threat to Europe's economy. The shortage of housing is making it increasingly difficult for businesses to attract and retain workers. This exacerbates labour shortages and undermines competitiveness.
The upcoming European affordable housing plan is a crucial opportunity to deliver a practical, business-friendly and future-orientated framework; one that mobilises public and private investment, promotes innovation and digitalisation and, above all, simplifies regulation and planning – the bane of our lives. This is our chance to guide the Commission's affordable housing plan. Let us not let the opportunity slip.",
13,Seán | Kelly,PPE,GA,96668,96668, – Oibrímis go tapaidh agus go luath.,
