,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
12,Benedetta | Scuderi,Verts/ALE,EN,257139,257139," – Madam President, me and another 400 people – including four Members of this Parliament – were kidnapped by Israel in international waters. This is a grave violation of international and maritime law.
We were forcibly taken to Ashdod, illegally detained, checked and denied basic rights. Participants were brought to a high‑security prison, deprived of water, food, sleep and medication, in some cases physically attacked.
Our only fault? Bringing humanitarian aid to a population in famine and doing what these institutions and many other governments are not doing: protecting the respect of international law and human dignity.
Our only fault was humanity. We could not stand still while watching a live‑streamed genocide in Gaza and the Israel violations. What we experienced is just a glimpse of what Palestinians experience every day.
While we are here discussing whether or not we should put sanctions, our colleagues Rima Hassan and Emma Fourreau are still not back. Another flotilla with the MEP, Melissa Camara, is now approaching Gaza.
If Europe still wants to call itself a guarantor of democracy and human rights, we should strongly react to the violation and support the mission ...
(The President cut off the speaker)",au nom du groupe
14,Charlie | Weimers,ECR,EN,123562,123562," – Madam President, ladies and gentlemen, should we have a debate on Greta's Gaza grifting boat? I think not.
I urge colleagues to vote against this stunt from the Greens and the Left. They call it the humanitarian mission. There were more selfie sticks than actual aid on those boats. Even the organisers couldn't unite. The coordinator, Khaled Boujemâa, resigned over LGBT activists on board. What a perfect symbol of progressive incoherence: preaching tolerance while heading to Hamas‑run Gaza that jails or executes them. Chicken for KFC coming home to roost, I suppose.
And the hypocrisy peaks here. Egypt too is imposing a blockade on Gaza for the same reason: to stop arms smuggling. On that, what do we hear from the left? Crickets. Maybe we should have a debate about Green‑Left MEPs turning the Mediterranean into a gadget dump ...
(The President cut off the speaker)",
20,Manfred | Weber,PPE,EN,28229,28229," – Madam President, dear Commissioners, dear colleagues, the second time in a few weeks; I have to say it is becoming a little bit ridiculous. A motion of censure is a serious tool for a Parliament – an important right to defend a democratic Europe. Currently, this last resort of a Parliament is being misused by you as a simple propaganda tool, and I hope you have collected enough video material now for your French campaign, which is obviously taking place here. The EPP will vote against.
We are living in turbulent times. War, trade, energy, housing, climate change – those are the issues that people care about. First of all, also from my group, competitiveness. Yes, we can have different opinions; there's no doubt about this. But we have to work now. We need stability and have to work. We have a Commission doing exactly this – working and delivering. And for us, as EPP, it is clear – we support our Commission. Ursula, let me also thank you personally. All leaders are facing in this moment of time enormous challenges. Leaders are fundamentally challenged in times of big changes. That's why I thank you for your service. We support again our Commission President and also our Commission for their work.
It's funny to see that we have today an initiative from the right extremes and the left extremes joining forces. You should consider probably to join in one group. I already have a group name for this initiative: WAA, and that is 'we are against', because that is exactly what you are showing every day. You have no idea but showing where you are against. Let me just use one example in your common commitment – the US trade agreement. When we speak about the US trade deal, you both criticised it. My first consideration is: where were Viktor Orbán, Alice Weidel, Le Pen, Salvini? When Ursula von der Leyen was fighting for European workers, farmers and business, they were silent. Orbán was caring about his luxury holiday villa, Le Pen was concerned about the court cases on the table, and Salvini was swimming in plastic floating toys. Those were the pictures of the PfE representatives during summer. And now you are lecturing us! You are those people who have strong ties with MAGA, so what are you doing for us at this moment in time? So that is my first consideration.
The second consideration is: you are telling us that the nation state is much stronger than the European Union as a whole. Look to Switzerland, they still have 39 % of tariffs. Look to the situation there. They have now a fundamental debate about chlorine chicken import. Ursula von der Leyen defended 50 %, and that's it, even for pharmaceutical – a big success in the last days. We made it clear that legislation for the European market is made here in this European Parliament, not in Washington, not in Silicon Valley. That was achieved under the leadership of Ursula von der Leyen and Šefčovič. Thank you for your service in these issues.
I will not go further into content arguments because you are fighting against any trade agreement, against any security architecture, against responsibility in the fight against climate change. That is a reality! PfE and The Left, you both are united in your love of destruction.
The EPP loves to build up, to achieve, to construct. We are the party of European integration; we will continue under the leadership of this strong Commission.",au nom du groupe
21,Iratxe | García Pérez,S-D,ES,28298,28298," – Señora presidenta, ¿podemos permitirnos una Europa bloqueada cuando Putin intensifica su guerra contra Ucrania y lanza incursiones en territorio europeo? ¿Podemos quedarnos inmóviles cuando Trump ha declarado una guerra comercial contra nuestros trabajadores? ¿Podemos quedarnos callados frente al genocidio que Netanyahu comete contra el pueblo palestino? ¿O podemos cerrar los ojos mientras millones de familias esperan nuestra respuesta ante problemas como la vivienda o los salarios?
La respuesta es sencilla: no podemos.
Pero quiero dejar algunos mensajes claros también en este debate, señora Von der Leyen: la Comisión Europea no puede sostenerse sobre aquellos que se convierten en la muleta de quienes niegan el cambio climático que mata a nuestros ciudadanos y arrasa nuestros territorios, de quienes niegan la violencia machista que cada año cuesta la vida a miles de mujeres y de quienes arrebatan el derecho al aborto, de quienes aplauden el plan genocida de Netanyahu mientras extermina al pueblo palestino o de quienes convierten la vivienda en un negocio especulativo para los fondos buitre.
Esa no es la Europa que necesitamos. Esa es la Europa que necesitamos derrocar.
Señora Aubry, al Grupo The Left le digo que, sobre Gaza, compartimos la misma posición. Condenamos el genocidio y exigimos el fin inmediato de la impunidad de Netanyahu. Pero hay algo que nos diferencia a nosotros, los socialistas, de ustedes: y es que ustedes han renunciado a la negociación como vía para lograr resultados y, en lugar de seguir presionando para adoptar medidas concretas ante el genocidio, proponen una moción que saben que fracasará y que solo podría salir adelante con los votos de la extrema derecha.
Creo que es importante tener en cuenta eso, pero, también, señora Von der Leyen, tenemos que ser conscientes de que cada uno de nosotros, a nivel individual, no somos nada. Usted no es Europa. Por supuesto, yo tampoco soy Europa, ni lo es este edificio ni lo es el Berlaymont. Ni siquiera el Consejo ni los primeros ministros. Europa somos todos los ciudadanos y ciudadanas, y por eso exijo hoy que escuchemos las voces de cientos de miles de ciudadanos y ciudadanas europeas que han tomado las calles en Ámsterdam, en Berlín, en Madrid, en Milán, en toda Europa, pidiendo el fin del genocidio. Escuchemos esas voces.
Sin el papel del Grupo socialdemócrata, la Comisión jamás habría asumido compromisos tan relevantes como la suspensión de la parte comercial del Acuerdo de Asociación UE‑Israel y las sanciones contra el Gobierno de Netanyahu, el rechazo a ceder ante Trump en defensa de nuestra soberanía digital, la presentación de un plan europeo de vivienda asequible o el compromiso de mantener la neutralidad climática.
Frente al grito vacío de la extrema derecha y ante una izquierda que hace tiempo renunció a negociar, nuestra respuesta es clara: el diálogo, la negociación y el compromiso son los que dan frutos para mejorar la vida de los ciudadanos y las ciudadanas.
Por eso, señora Von der Leyen, también mi advertencia es clara: tienen que elegir entre sus enemigos antieuropeos o sus aliados europeos. Y que quede claro: nuestro apoyo no es incondicional, depende de usted. Solo tendrá nuestro apoyo si cumple con las promesas acordadas. Queremos ver sus promesas en el programa de trabajo que la Comisión debe presentar en noviembre, porque la socialdemocracia no aceptará que Europa sea encadenada al fanatismo, a la injusticia o a la mentira. Nuestra Europa es la de la paz frente a la guerra, la de la justicia frente al genocidio, la de la solidaridad frente al egoísmo, la de la dignidad frente a la especulación y la de la igualdad frente a la discriminación.
Esa es la Europa que jamás dejaremos caer. Esa es la Europa que los socialdemócratas defendemos.",au nom du groupe
22,Kinga | Gál,PfE,HU,28150,28150," – Tisztelt Elnök Asszony! Az Európai Unió ma gyengébb, mint valaha. Az Európai Bizottság által kezdeményezett hibás döntések sora teszi tönkre a kontinens gazdaságát, fenyegeti a polgárok biztonságát és kezdi ki a tagállami szuverenitást. Ön a mielőbbi béke helyett még több fegyvert és szankciót sürget. A határaink védelme helyett egy rossz migrációs paktumot erőltet. A zöld megállapodással, rossz kereskedelmi megállapodásokkal meggyengítette Európa versenyképességét, magukra hagyva a családokat, gazdákat és vállalkozásokat. Ukrajna gyorsított csatlakozásával veszélyezteti az Unió biztonságát és gazdagságát.
A demokrácia alapelveinek, a szabályoknak a betartása és betartatása ideológiai alapú lett, miközben a Bizottság elnökének működéséből hiányzik az átláthatóság és az elszámoltathatóság, a jogállamiságot politikai fegyverként használják. Visszatartanak uniós forrásokat és kettős mércét alkalmaznak demokratikusan megválasztott kormányokkal szemben. A vélemények sokszínűsége helyett a más vélemények elhallgattatása zajlik. Ön az unió helyzetét elemző beszédében megerősítette: nem kíván irányt változtatni. Mindez árt az európai együttműködésnek. Ez az Európai Bizottság mára maga lett a probléma.
Elnök asszony! A polgárok bizalma folyamatosan csökkent – mondom ezt Manfred Webernek, aki láthatóan Orbán-fóbiában szenved –, egyre nagyobb számban látják be az európai polgárok – két napja épp Csehországban, amikor Patriótákra szavaztak –, hogy jövőjük forog kockán. Mindezért mi, Patrióták épp Európa érdekében változást követelünk. Üzenetünk világos: ideje távozni!",au nom du groupe
23,Nicola | Procaccini,ECR,IT,197820,197820," – Signora Presidente, onorevoli colleghi, due mozioni con lo stesso obiettivo, in cui alcuni argomenti sono diversi e altri sono uguali.
Nella mozione dell'estrema sinistra, il focus è sulla questione israelo-palestinese. Non una sola parola di condanna di Hamas, non un solo riferimento agli ostaggi israeliani vivi e morti, o all'eccidio del 7 ottobre, di cui domani ricorrono i due anni. La condanna di Israele, invece, è assoluta, persino violenta. E nell'invocare delle sanzioni contro Israele, la mozione finisce anche con solidarizzare con la Russia di Putin.
Un altro passaggio che merita di essere sottolineato è quello in cui si lamenta la mancata risposta di questa Commissione alla crisi climatica e alla crisi sociale. È interessante notare come non si colga il nesso causa-effetto che c'è tra il Green Deal e un malessere sociale, che effettivamente esiste e che è uno dei motivi per cui i popoli europei stanno votando per la destra e non per la sinistra. Bisogna avere il cervello pieno di ideologie per non comprendere questa cosa così evidente.
Fortunatamente, questa evidenza c'è nell'altra mozione che discutiamo oggi. Ci sono anche delle giuste critiche al deficit di trasparenza da parte della Commissione e alla sua tendenza ad invadere le competenze nazionali stabilite nei trattati dell'Unione europea.
Ci sono invece due temi su cui le mozioni che arrivano dalle due estremità del Parlamento convergono. In primo luogo, la critica all'accordo commerciale con il Sud America. Però qui le cose sono un po' più complicate, perché è certamente vantaggioso poter esportare i nostri prodotti senza dazi su un mercato con 700 milioni di consumatori. Il problema c'è per gli agricoltori e gli allevatori europei, che proprio il Green Deal ha gravato di pesi e limitazioni schiaccianti. Sarebbe una beffa per loro dover competere con chi, dall'altra parte dell'oceano, non è tenuto a rispettare le stesse folli regole. Questo è inaccettabile.
In secondo luogo, c'è la critica all'accordo con l'amministrazione Trump. Non si tratta chiaramente dell'accordo perfetto, ma del migliore possibile, considerato che il mercato americano è il migliore al mondo per le nostre merci e che una guerra commerciale con il nostro alleato geopolitico può augurarsela solo chi odia il presidente Trump più di quanto ami il proprio popolo.
Nell'ECR ogni delegazione nazionale sarà libera di decidere il proprio voto in base alle ragioni e agli interessi del proprio popolo. Per noi conservatori l'Unione europea non sarà mai un carcere, ma un'alleanza di nazioni, che non soffoca le loro aspirazioni, ma le realizza con la cooperazione e non con l'imposizione.",au nom du groupe
24,Valérie | Hayer,Renew,FR,135511,135511," – Madame la Présidente, Madame la Présidente von der Leyen, deux nouvelles motions de censure. Deux de plus. Deux motions déposées par les deux extrêmes de cet hémicycle, mais qui se rejoignent sur de nombreux points.
Cela a été dit par mes collègues: des extrémistes et des populistes alliés aux pires ennemis de l'Europe, des ingénieurs du chaos qui veulent abattre l'Union européenne de l'intérieur. Ils manipulent le concept de liberté d'expression dans le seul but de multiplier les discours de haine. Ils créent des incidents de séance qu'ils relaient aussitôt sur leurs réseaux sociaux. Ils instrumentalisent le pouvoir de censure pour s'offrir une tribune.
J'en veux pour preuve l'hypocrisie et la malhonnêteté des deux auteurs de ces motions de censure. Votre hypocrisie et votre malhonnêteté, Monsieur Jordan Bardella, quand vous vous plaignez de Donald Trump alors que vous avez été l'un de ses premiers supporters. Votre hypocrisie et votre malhonnêteté, Madame Manon Aubry, alors que vous dites que nous n'avons rien fait contre le gouvernement de Benyamin Netanyahou. Madame von der Leyen, il y a trois semaines, a proposé des actions et vous n'avez pas soutenu la résolution que nous avons négociée et votée dans ce Parlement lors de la dernière plénière.
Voilà leur vrai visage, voilà le vrai visage des populistes. Ce sont des provocateurs, ce sont des trolls. Et il y a une règle simple avec les trolls: on ne les nourrit pas, on ne leur donne pas l'occasion d'exister, on ne compose pas avec eux.
Alors, Madame la Présidente von der Leyen, bien sûr, Renew ne votera pas ces motions de censure, mais ça ne veut pas dire pour autant que tout va bien. Parce que, depuis la première motion de censure de juillet dernier, on ne peut pas dire qu'on ait réellement progressé dans ce Parlement. La majorité pro-européenne qui vous a élu fonctionne mal. Toujours aussi mal. Alors, il est temps, Madame la Présidente von der Leyen, pour vous et votre Collège, d'investir davantage les relations avec ce Parlement.
Mais ce n'est pas tout. Et je le dis ici à mes collègues du PPE et des Socialistes: ne regardez pas vos extrêmes, arrêtez de leur donner du crédit en votant leurs amendements. Regardez au centre. C'est là que ça se passe.
Parce que, Madame la Présidente von der Leyen, chers collègues, nous avons du travail, nous avons des urgences existentielles. Il y a une guerre d'agression en Ukraine. Il y a une guerre culturelle qui assiège nos démocraties. Il y a une guerre commerciale et économique menée contre l'Union européenne. Il nous faut, chers collègues, continuer à faire face à Poutine. Il nous faut retrouver notre unité pour protéger nos démocraties. Il nous faut retrouver notre unité pour répondre aux défis de notre compétitivité.
Madame la Présidente von der Leyen, ce que l'on veut maintenant, ce sont des actes, du concret, des résultats pour les Européens. Je vous le dis: encore ce week-end, j'ai des chefs d'entreprise qui me disent: «Mais comment se fait-il que nous soyons si lents? Comment se fait-il que Donald Trump, en moins d'un an de mandat, ait réussi à faire tant? Comment se fait-il que nous, en un an de mandat, n'ayons mis en place que 11 % des recommandations du rapport Draghi?».
Alors, maintenant, on veut, je l'ai dit, de l'action, de l'action positive. 2026 doit être l'année du rapport Draghi, et de tout le rapport Draghi. 2026 doit être l'année du vingt-huitième régime, de l'union de l'épargne et des investissements, de la préférence européenne dans nos marchés publics. 2026 doit être l'année de la création d'un semestre européen pour l'état de droit. 2026 doit lancer nos discussions sur la réforme de nos institutions.
Notre groupe, Madame la Présidente von der Leyen, est prêt à dérouler cet agenda. La responsabilité, elle est dans ce Parlement, c'est la nôtre. On est à ça d'être bloqués par Viktor Orbán, par Andrej Babiš ou par Robert Fico. Réveillons-nous. Nous sommes à un tournant historique. Soit nous prenons les bonnes décisions, soit nous nous condamnons à l'effacement. Et ce choix de la faiblesse, Renew ne l'acceptera jamais.",au nom du groupe
25,Terry | Reintke,Verts/ALE,EN,103381,103381," – Madam President, dear Commission President, dear Commissioners, dear colleagues, it is true, many European citizens feel a lack of leadership coming from this Commission. After a mandate where we were really fighting for the climate, where we were moving forward the social agenda with the Minimum Wage Directive, where there was the first ever LGBTIQ equality strategy, we are now confronted with unclarity regarding where you are actually leading us.
The simplification agenda, for example, has become an entry point for headless deregulation, not only endangering our climate goals, but also making it impossible for our companies to plan ahead. They rightfully ask themselves: will the Commission stand by the commitments made or will they throw them under the omnibus?
This is toxic for our businesses and it creates distrust in our decision‑making processes. Urgency procedures and delays of implementation have become widespread and poisoning. The latest example is yet another postponement of the implementation of the deforestation legislation. This has to stop.
On the US, dear Madam President, many people felt humiliated over the summer because instead of clearly standing up to the bully in the White House and his tech bros, we have rewarded his erratic attacks on international law. Also, and this has been said before, your late reaction to the atrocities committed in Gaza have created anger and distrust all across the European Union.
Colleagues, all of this criticism demands clear words and a change in the way we do politics here. For this, we need to see action in the Commission work programme, on climate, on social. We have a housing crisis raging all over Europe. The deterioration of rule of law and fundamental rights. And yes, also stronger action, as has recently been started, on the devastating war in Gaza. We will hold this Commission to account to deliver on your promises.
At the same time, colleagues, we cannot discuss any motion of censure without looking at the geopolitical situation that we are in: brutal attacks in Ukraine, the far right gaining ground and the dismantling of democracy in the United States. Do we really, in this crucial moment, want an institutional crisis of the European Union?
What exactly would it solve for us, for Europeans, not to have a Commission right now? To go through a long process of reappointing Commissioners with exactly the same majorities here in this House and even worse majorities in the Council? Would the Member States magically, suddenly change their political affiliation and move us into a better direction? No, that is wishful thinking and what we need right now is a clear political strategy because we have to change course, yes, but we have to pick our instruments wisely.
You can never take the Greens for granted. We demand to move forward on our issues, but we are ready to engage, to solve all of these problems that are ahead of us. In the end, Madam Commission President, the European Union is not weakened by yet another motion of censure – even if some people find it ridiculous – that will very likely be unsuccessful.
Our biggest problem right now is that your own political group is very often not clear on which side of this Parliament they stand on. Do they want to work with a pro‑European majority of the centre or do they want to go with the far right that hates Europe and liberal democracy? That is the question where we need clarity to move forward on our issues.",au nom du groupe
26,Martin | Schirdewan,The Left,DE,190517,190517," – Frau Präsidentin, liebe Kolleginnen und Kollegen, Kollege Weber, Kollegin Hayer, Kollegin García Pérez! Dass ein demokratisches Misstrauensvotum die Demokratie gefährdet, das ist wirklich Unsinn. Bei jedem Sportverein wechselt der Trainer, wenn die Mannschaft ständig gegen den Abstieg spielt. Wenn über einem öffentlichen Betrieb oder einem privaten Unternehmen die Pleitegeier kreisen, dann muss das Management gehen. Nur dieser Kommission mit ihrer Politik des fortgesetzten Scheiterns wollt Ihr noch eine Chance geben und noch eine Chance geben und noch eine Chance geben. Das befördert doch den Vertrauensverlust in europäische Politik, und daraus entsteht der eigentliche Schaden für die Demokratie.
Frau von der Leyen, Sie sagen, man müsse für Europa liefern, aber Sie liefern einfach nicht – weil Ihre Politik von Angst gekennzeichnet ist, und Angst erzeugt Fehler. Sie unterwerfen sich und die EU einem Donald Trump mit einem Handelsabkommen, das fatale wirtschaftliche Folgen haben und tausende Jobs in der EU kosten wird. Sie schließen ein Freihandelsabkommen nach dem anderen ab und opfern dabei unsere Landwirtschaft und den digitalen Binnenmarkt. Die Menschen in der Ukraine und Gaza leiden auch, weil die EU unter Ihnen in die außenpolitische Bedeutungslosigkeit gestürzt ist. Sie scheitern bei der Verteidigung von Menschenrechten und Rechtsstaatlichkeit ebenso wie beim Kampf gegen den Klimawandel. Unter Ihnen ist europäische Politik schon längst in die zweite Liga der Weltpolitik abgestiegen. Sie und Ihre Kommission länger im Amt zu belassen, wäre eine politische Insolvenzverschleppung.
Liebe Kolleginnen und Kollegen, diese Kommission wird weder die sozialen noch die wirtschaftlichen noch die außenpolitischen Herausforderungen lösen – und Ihr wisst das auch, auch wenn Ihr euch heute anders äußern müsst –, das hat sie doch längst bewiesen. Deshalb: Wenn Ihr den dringend notwendigen Politikwechsel wollt, über den Ihr hier die ganze Zeit redet, dann stimmt endlich unserem Antrag zu!",au nom du groupe
27,Ewa | Zajączkowska-Hernik,ESN,PL,257069,257069," – Pani Przewodnicząca! Tym razem Pani odwołania chce i prawa strona, i lewa strona Parlamentu Europejskiego. Pani kadencja to symbol arogancji, chaosu i decyzji podejmowanych za zamkniętymi drzwiami, ponad głowami obywateli, w imię Pani dyktatorskich zapędów.
W trakcie negocjacji ze Stanami Zjednoczonymi ośmieszyła Pani siebie i całą Unię Europejską, pokazując brak siły negocjacyjnej, co w efekcie doprowadziło do wasalizacji Europy wobec Stanów Zjednoczonych. Donald Trump się z Pani śmieje.
Wpycha nas Pani do wojny między Ukrainą a Rosją. Może dla Pani wojna to jest szansa na przykrycie Pani przekrętów? Tylko dlaczego za Pani interesy mają walczyć nasi mężowie, nasi synowie i nasi bracia? Chce Pani walki za Ukrainę? Niech Pani wyśle na front swojego męża i pełnoletnich synów. I może gdyby Pani miała taki obowiązek, mniej ochoczo mówiłaby Pani, że wojna na Ukrainie to jest nasza wojna.
A propos pani męża: afera Pfizergate nie wzięła się znikąd. Ładnie się ustawiliście na pandemii. Szkoda, że kosztem naszego życia i naszego zdrowia. Zrujnowała Pani zaufanie obywateli. Tak bardzo dba Pani o nasze bezpieczeństwo, że wpychając nas do wojny, jednocześnie chce Pani uzależniać nas od importu żywności z państw Mercosur i doprowadzić do bankructwa tysięcy europejskich gospodarstw rolnych. Za to powinien być kryminał, nie Komisja Europejska.
Forsuje Pani cenzurę i masową migrację przestępców i gwałcicieli do Europy. Fajnie się urządza komuś życie, jak samej jest się bezpieczną, prawda? Dość. Polska to nie jest gubernia Pani lewackiego imperium. Do dymisji! Natychmiast!",au nom du groupe
