,LIB,PP,LG,MEPID,CODICT,speech,SPEAKER_TYPE
2,David | McAllister,PPE,EN,124806,124806," – Madam President, Madam Commissioner, for one week there is renewed hope for a genuine, lasting peace in the Middle East. But hope alone will not sustain peace. There are many actors determined to sabotage this process; first and foremost, the terror organisation Hamas itself. Indeed, Hamas attacks on Palestinian civilians and its refusal to disarm make the ceasefire increasingly fragile.
What the region needs now is our engagement, and what the European Union must offer is a united Middle East strategy. We ought to focus our energy where Europe can make a real difference. Let us work with regional partners to reinforce and deliver humanitarian aid as quickly as possible. Let us support key regional actors – the United States, the Gulf states and Israel's Arab neighbours – in securing the ceasefire. The willingness of several Arab countries to commit themselves politically, financially and diplomatically is, in itself, a breakthrough. Let us counter those who thrive on instability, for example Iran, and ensure that opponents to peace cannot derail it. Let us keep the prospect of a negotiated two-state solution alive, however distant it may seem today. Above all, let us resist the temptation to divide ourselves further. We must focus on the common denominator that unites us – our unwavering commitment to peace.",au nom du groupe
3,Γιάννης | Μανιάτης,S-D,EL,256824,256824," – Κυρία Πρόεδρε, κυρία Επίτροπε, αγαπητοί συνάδελφοι, η συμφωνία για την εκεχειρία και η επιστροφή των ομήρων μετά από δύο χρόνια αιχμαλωσίας είναι ένα σημαντικό βήμα προς την αποκλιμάκωση και τη δημιουργία προϋποθέσεων για διάλογο. Ωστόσο, η πορεία προς τη διαρκή και βιώσιμη ειρήνη δεν θα είναι εύκολη. Τις δύο προηγούμενες ημέρες διαπιστώσαμε πόσο εύθραυστη είναι αυτή η εκεχειρία. Δεν πρέπει, όμως, να αφήσουμε την ευκαιρία να πάει χαμένη. Την προηγούμενη εβδομάδα στην Αίγυπτο μπορεί οι Ευρωπαίοι ηγέτες να ήταν παρόντες, όμως λειτούργησαν περισσότερο ως ντεκόρ στη φιέστα του Προέδρου Trump, παρά ως ισότιμοι συνομιλητές και διαμορφωτές των εξελίξεων. Παρότι η Μέση Ανατολή αποτελεί μέρος της γειτονιάς μας, συνεχίζει να μην αποτελεί προτεραιότητά μας. Για μια ακόμη φορά απουσιάζει από το πρόγραμμα εργασίας της Ευρωπαϊκής Επιτροπής η παρουσίαση μιας ολοκληρωμένης στρατηγικής για τη Μέση Ανατολή. Μιας στρατηγικής η οποία θα υπερβαίνει την ad hoc διαχείριση κρίσεων και θα συνδυάζει την ανθρωπιστική βοήθεια, την αναπτυξιακή συνεργασία, τη διπλωματία και την ασφάλεια, που θα υποστηρίζει τη σταθερότητα μέσα από την ειρήνη και όχι την τιμωρία.
Πρέπει να απορρίψουμε κάθε φωνή που επενδύει στο μίσος, στην εκδίκηση ή στην άρνηση της ύπαρξης του άλλου. Δεν θέλουμε ένα μέλλον καθορισμένο από εξτρεμιστές, είτε πρόκειται για τη Χαμάς είτε για εκείνους στο Ισραήλ που απορρίπτουν κάθε προοπτική συνύπαρξης. Θέλουμε ένα μέλλον δημοκρατίας, ειρήνης και αμοιβαίου σεβασμού. Θέλουμε ένα μέλλον που θα χτιστεί πάνω στον διάλογο, την ασφάλεια, την αμοιβαία αναγνώριση και την ελπίδα. Ένα ασφαλές και δημοκρατικό Ισραήλ, ένα ανεξάρτητο και βιώσιμο παλαιστινιακό κράτος. Δύο λαούς που θα ζουν πλάι-πλάι, όχι ο ένας απέναντι στον άλλον. Η Ευρώπη με την ιστορική της εμπειρία από πολέμους, διαίρεση και συμφιλίωση έχει την ηθική υποχρέωση αλλά και τη διπλωματική ευθύνη να συμβάλει ενεργά, να ενισχύσει τις πρωτοβουλίες ειρήνης στη βάση των ψηφισμάτων του Οργανισμού Ηνωμένων Εθνών, να στηρίξει τις φωνές της μετριοπάθειας, να προωθήσει την ανοικοδόμηση και την περιφερειακή συνεργασία.",au nom du groupe
4,Jordan | Bardella,PfE,FR,131580,131580," – Madame la Présidente, dans les pierres brûlantes de Jérusalem se trouvent les racines des trois grands monothéismes. Sur cette terre où le ciel frôle la guerre depuis des siècles, la paix subsiste comme une espérance fragile et précieuse. L'accord récemment conclu entre Israéliens et Palestiniens sous l'égide du président Trump n'est pas un miracle, mais un courage politique devenu réalité. Il marque un pas, peut-être hésitant, mais essentiel, vers cette paix que tant d'hommes et de femmes osent à peine espérer.
La libération des derniers otages, ces vies arrachées à l'enfer depuis le 7 octobre 2023, est un soulagement profond pour toutes les familles éprouvées dans ce conflit. Mais qu'on ne s'y trompe pas, la paix ne se décrète pas. Elle se bâtit chaque minute, chaque seconde. Ce processus fragile, autant que le désarmement total du Hamas, exige un appui international constant, bien au-delà des postures diplomatiques sans lendemain. Je veux ici saluer le courage du Président américain. Il a accompli ce que beaucoup jugeaient impossible dans cet Orient compliqué. Il a rouvert le champ du possible.
Nous, Français, héritiers d'une nation séculaire qui fut à la fois phare et équilibre du monde, nous ne pouvons accepter d'être relégués aux marges de l'Histoire, ni de voir notre voix confondue dans celle d'une Union européenne que certains, ici même, voudraient ériger en super-État, capable de parler au nom des nations. La France doit retrouver la force d'une voix singulière, libre et pleinement autonome.
Par ses volte-faces et son narcissisme diplomatique, le président français a rendu notre nation illisible. Le président Macron aura réussi le triste exploit de froisser Israël sans convaincre le monde arabe, d'avoir voulu incarner tout et son contraire, et de n'être au final plus rien. Le général de Gaulle le disait, il n'y a de politique que celle des réalités. C'est dans cette fidélité que nous devons œuvrer, non pour plaire, mais pour peser, pour redonner à la parole française sa constance, pour retrouver la noblesse d'une diplomatie faite de dialogue, d'équilibre et de grandeur.",au nom du groupe
5,Nicola | Procaccini,ECR,IT,197820,197820," – Signora Presidente, onorevoli colleghi, nell'ultima plenaria abbiamo salutato con gioia la fine della guerra a Gaza, dunque il rilascio degli ostaggi israeliani e l'ingresso degli aiuti umanitari attraverso i valichi finalmente riaperti.
Non tutti, qui dentro, hanno mostrato lo stesso sollievo. La faccia di molti colleghi era piuttosto quella di chi non ha più il giocattolo con cui giocare a fare ""i rivoluzionari in barca a vela"". Alcuni sembrano addirittura sofferenti per questo accordo di pace, perché lo considerano un tradimento della causa palestinese ad opera degli stessi palestinesi: una tesi surreale!
Purtroppo, è vero che questo accordo è pericolosamente precario. E lo è perché il punto più difficile del piano è il disarmo di Hamas, la rete terroristica che tiene in ostaggio gli uomini e le donne di Gaza.
Adesso la domanda è: con chi state voi? Una deputata europea della sinistra pubblica post sui social network in cui si celebra Hamas per le fucilazioni dei palestinesi accusati di collaborare con Israele. ""One by one"" è stato scritto: uno per uno devono essere presi e uccisi. Complimenti! E voi sareste i pacifisti?
Noi conservatori pensiamo che si debba andare avanti sul piano di pace avanzato dal Presidente Trump, sottoscritto da israeliani e palestinesi, oltre che dagli Stati arabi ed europei, anche perché i suoi effetti di stabilità e sicurezza si estenderebbero in tutto il Medio Oriente e, con un po' di ottimismo, anche oltre.
Oggi sembra possibile pensare ad un congelamento della linea di conflitto tra Russia e Ucraina: noi la saluteremmo come una buona notizia. Non credo sarebbe lo stesso per altri colleghi qui dentro. Mi riferisco a quelli che amano definirsi pacifisti ma si innamorano delle guerre.",au nom du groupe
6,Hilde | Vautmans,Renew,NL,130100,130100," – Voorzitter, commissaris, collega’s, ja, we moeten het vredesakkoord toejuichen, de vrijlating van de gijzelaars en het staakt-het-vuren verwelkomen. Maar heel voorzichtig, want laat ons eerlijk zijn: het is maar een heel klein stapje, heel broos en het is eigenlijk al geschonden door beide partijen. Mensen blijven sterven door geweld, door hongersnood. Daarom herhaal ik hier onze oproep luid en duidelijk: open alle grensovergangen, laat die hulp toe en schort de EU-Israël- handelsovereenkomst op.
Sanctioneer alle verantwoordelijken: Hamasleiders, extremistische kolonisten, Israëlische ministers, iedereen die aanzet tot misdaden of misdaden pleegt. Stop de wapenexporten die oorlogsmisdaden mogelijk maken, erken de Palestijnse staat met een concrete tijdslijn en duidelijke voorwaarden, en investeer in de heropbouw van Gaza.
Terwijl we allemaal naar Gaza kijken, staat ook de Westelijke Jordaanoever in brand. Tussen 2008 en 2023 werden minstens duizend door Europa gefinancierde projecten vernield, waaronder ook Belgische scholen en opvangplaatsen. Dit werd onlangs onthuld in een heel mooie reportage van de Belgische VRT. En dat allemaal zonder sancties. Er is een Vlaams gezegde: “potje breken, potje betalen”. Laten we stoppen met brieven schrijven. De tijd van vriendelijke diplomatie is voorbij. Laten we de druk opvoeren. Ik reken op Europa om het werk van Trump af te maken en te zorgen voor die tweestatenoplossing.",au nom du groupe
7,Hannah | Neumann,Verts/ALE,EN,197464,197464," – Madam President, dear colleagues, Donald Trump may get a ceasefire signed, but for sure he has neither the ability nor the patience to build lasting peace. His plan is riddled with flaws: no path for Palestinian self-determination, no timeline for Israel's full withdrawal, no agreement on disarming Hamas, no word on accountability for the crimes of the past two years. Trump wants the applause and counts on everyone else to deal with the messy reality, and on the Gulf countries and Europe to pay the bill. But who says we need to just nod along? It's time for Europe to move from being the passive payer to using our leverage, to finally break the cycle of rebuilding what will only be destroyed again.
The hostages are free. May they, and their families, find the strength to heal. But for civilians in Gaza, little has changed. They still suffer from Israeli attacks, from Hamas violence, from starvation. The Arab states need to keep the pressure on Hamas; Europe needs to keep the focus on the Israeli Government. Netanyahu still turns aid on and off at will. As long as food and medicine do not reach everyone, consequences – from the suspension of the EU-Israel Association Agreement to sanctions – need to be back on the table.
While the world watches Gaza, our attention needs to extend to the West Bank. Settler violence grows, in an open attempt to undermine the two-state solution. Palestinians have a right to their own state and to ownership of reconstruction. Europe was too divided to stop the war. Let us at least be united now, to protect and nurture the fragile hope that remains.",au nom du groupe
8,Lynn | Boylan,The Left,EN,124984,124984,"A Uachtaráin, 11 days ago, we welcomed the ceasefire, but since then, 153 tons of bombs have dropped on Gaza. 62 is the number of Israeli occupation forces shooting incidents in the West Bank. 67 000 is the very conservative estimate for Palestinians killed, unknown is the number under the rubble. 169 000 is the number of Palestinians injured, 4 000 is the number of children who have lost limbs. 154 is the number of children who have died from starvation. 355 is the number of bullets fired at Hind Rajab by the Israeli occupation forces. 1 722 is the number of health and aid workers murdered. 34 is the number of hospitals attacked. Almost 300 is the number of journalists and media workers murdered. 2 is the number of ICC arrest warrants for members of the Israeli Government. 0 is the number of actions taken by the European Union.
This ceasefire cannot be an excuse for the EU to sit on its hands. Now is the time for the EU to restore its credibility and to end its complicity in this genocide. There can be no peace without justice – there must be accountability for the lives behind these numbers. Their lives have to mean something. So please, EU, there must be accountability.",au nom du groupe
9,Станислав | Стоянов,ESN,BG,257255,257255," – Г-жо Председател, приветствам споразумението за прекратяване на огъня между Израел и Хамас и освобождаването на останалите 20 живи заложници. Но нека не бъркаме замразяването на конфликта с истински мир. Стабилен мир се изгражда с доверие и с постоянни усилия. Затова реализмът трябва да бъде водещ принцип в стратегията на Комисията за Близкия изток.
Нужно е финансирането за възстановяване на Газа и Западния бряг да бъде напълно прозрачно и обвързано с политически реформи. Недопустима е ситуация, в която палестинците зависят от помощи, за да оцелеят. В такъв случай Европейският съюз рискува да се превърне в спонсор на поредната криза.
Европейската комисия може да бъде полезна, ако действа като честен посредник и помогне на израелците и палестинците да изградят доверие помежду си, ако осигури хуманитарна и експертна помощ, без да налага догми и без да използва ситуацията като претекст за централизиране на външната политика на Европейския съюз. Не бива да забравяме и християнските общности в Газа и Западния бряг, които са на път да изчезнат.
Решението за двете държави е необходимост. Но мирът и просперитетът няма да бъдат възможни, ако не се отхвърли речта на омразата и не се постигне помирение. Само така можем да създадем основа за устойчив мир в региона и да избегнем бъдещи миграционни кризи.",au nom du groupe
10,Hildegard | Bentele,PPE,EN,197408,197408," – Madam President, dear Commissioner, dear colleagues, what if Hamas refuses to lay down its arms? That's what I asked in the last plenary, referring to the frequently mentioned notion of High Representative Kallas: that there is no military solution. And this is exactly the situation we face today.
Hamas has released the living hostages and Israel has withdrawn to the agreed yellow line, enacted a ceasefire and released hundreds of prisoners. The next step should be the disarmament and withdrawal of Hamas from Gaza. Any guess who's not fulfilling its part? The moment Israel withdrew, Hamas fighters returned, executing civilians, rearming, attacking IDF positions.
All the pressure must now be on Hamas and its main sponsors, Türkiye and Qatar, to uphold the deal. My recommendation: travel the region instead of giving Hamas the illusion that Europe will help rebuild their terror state. There can be no European money for reconstruction as long as Hamas remains in power. Full stop.
There can be no vacuum either. The next diplomatic tasks are clear: establish the peace board and international oversight for Gaza. We need guarantors, verifiers of the ceasefire and credible non-terror-affiliated Palestinians to help form new governance structures.
According to the UN declaration you signed, elections in the PA-controlled territories are due within a year – time to accelerate the process. Please convey to the High Representative: she is the EU's top diplomat. There are a dozen urgent diplomatic tasks ahead, and in all of them, Israel must play a key role.
So please come up with new messages beyond sanctions or the EU will still be marginalised.",
11,Nacho | Sánchez Amor,S-D,ES,197722,197722," – Señora presidenta, hay un riesgo nuevo alrededor del conflicto de Gaza: la relajación, la caída de la atención de la opinión pública internacional, lo cual es hasta lógico después de tantos meses de tensión; pero es un riesgo que hay que conjurar, y no abandonarse a la idea de que hay un proceso de paz en marcha que —con sobresaltos— irá dando resultados.
Para empezar —como se ha dicho aquí— no es un verdadero proceso de paz sino, de momento, solo un alto el fuego que ni siquiera ha conseguido parar las muertes, que ya se cuentan —otra vez— por decenas; un alto el fuego, por cierto, que comprometía a Israel a permitir la entrada de ayuda humanitaria y que, en una semana, ha permitido 800 camiones cuando hacen falta 600 cada día y, por supuesto, esta ayuda —inevitablemente— no puede llegar al norte devastado de la Franja; pero es que esto no solo va de comida, de alimentos, esto va de servicios esenciales como el agua y la atención sanitaria, al menos básica.
Otro aspecto en el que no hay que relajarse: la rendición de cuentas por los crímenes cometidos. Como actuemos ahora será la medida para Putin: cuando haya un alto el fuego en Ucrania, ¿vamos a abandonar la exigencia de responsabilidades a Putin? Atención al dilema y a la respuesta, porque un tratamiento diferente pondrá de nuevo a prueba nuestra credibilidad en el Sur Global. Así que, cuando se plantee el dilema sobre las responsabilidades en la Franja, no perdamos de vista el caso de Rusia y las responsabilidades personales de Putin.
Este Parlamento aprobó en septiembre que se restablezcan en su totalidad el mandato y la financiación del UNRWA. El plan de Trump, afortunadamente, no excluye a ninguna agencia internacional. En Gaza van a aparecer muchos actores novatos —desde políticos a agentes de la propiedad inmobiliaria— y algunos, seguramente, combinando ambas almas, pero solo el UNRWA tiene 20 000 palestinos sobre el terreno, expertos en la provisión de todo tipo de servicios públicos, que podrían ser el germen de una futura Administración palestina sin Hamás.",
